,ccat,newindices
4.296386399999999,0.47409090909090906,0.2905430040462249
4.687899857142857,0.4839285714285714,0.45924590541403837
4.876129599999999,0.46972727272727277,0.4025925799806453
5.237087166666666,0.4850833333333333,0.6793345545995005
5.973387199999999,0.4644166666666667,0.7453022447742864
6.150643788235294,0.45399999999999996,0.6686578605950949
6.520113783333333,0.44283333333333336,0.5539106493970652
6.69367644,0.4449000000000001,0.4407982384301228
7.058891399999999,0.451,0.4424505471120953
7.440532999999999,0.47009090909090906,0.4553431981325389
7.6139574,0.4498181818181818,0.6450951369667582
8.3508268,0.48027272727272724,0.3706055962732791
8.53782138,0.4772,0.286773477616481
9.248673971428572,0.4739285714285714,0.6353423931635527
15.859470366666663,0.4892777777777778,0.49048823527702495
16.04056029230769,0.4938461538461538,0.5546163402553833
16.408469825,0.4635625,0.4248741013244941
16.606868300000002,0.4327,0.5907902081887196
16.7855006,0.4530909090909091,0.3490560956032541
16.979947769230765,0.4544615384615385,0.4784738468595465
17.149853988235293,0.4511764705882354,0.4500840584808062
17.3214732625,0.46206250000000004,0.4933159941191575
17.521112400000003,0.46089473684210513,0.5941985706863392
17.7199986117647,0.4825294117647059,0.5116977746345802
17.878907786666666,0.47980000000000006,0.4538071532350207
18.080604752941174,0.48058823529411776,0.45477220265174667
18.250295799999996,0.46673684210526306,0.2241744834130158
18.414148028571425,0.46064285714285713,0.5070058292448193
18.615746111111108,0.4179444444444444,0.6950434855945695
18.7896251125,0.43218749999999995,0.6439498594501465
18.980251399999997,0.4440833333333334,0.32767198548954674
19.1758512,0.46136842105263165,0.580992055991074
19.3482852,0.4651818181818182,0.5029375952562355
19.719035746666666,0.4313333333333334,0.4864558134362228
19.89162874285714,0.47714285714285715,0.5359466142572693
20.086109587499998,0.46887499999999993,0.7200415965164213
20.271269479999994,0.4761,0.7093700188619542
20.449910139999997,0.4769,0.5330248781505873
20.631452211764707,0.4682941176470588,0.40907954169820476
20.823355520000003,0.46906666666666663,0.6905183758998182
20.998868942857143,0.4537142857142857,0.605037425715586
21.180291293333333,0.45720000000000005,0.6092564771669078
21.351657359999997,0.44899999999999995,0.6011615574701324
21.53016844,0.47153333333333336,0.7181815515565586
21.71984552941176,0.46082352941176463,0.7195327977333557
21.90222895384615,0.4383846153846154,0.5463725630324213
22.10423942222222,0.46549999999999997,0.6021063999884487
22.27373770769231,0.45684615384615385,0.6689416131389183
22.454677235294113,0.47782352941176465,0.2889669493806255
22.647412425,0.4735,0.47658480109010976
22.830043342857135,0.46699999999999997,0.5082958953798441
23.023070766666663,0.47644444444444456,0.6533128544546405
23.198250585714284,0.46114285714285724,0.8046932820783338
23.389240159999996,0.46893333333333326,0.600626658191913
23.54542610588235,0.47035294117647064,0.620924064333905
23.755650599999996,0.47576190476190494,0.6728507138229461
23.934357894117646,0.466764705882353,0.6701702486546947
24.1382308,0.46,0.5541311826531045
24.31994299999999,0.47400000000000014,0.4236670170471031
24.663489600000002,0.49500000000000005,0.44572294216266445
24.8333773875,0.4626875,0.3850417481175568
25.020924657142853,0.4568571428571428,0.6132907853375583
25.229769399999995,0.4660625,0.49191151166980346
25.402837476923075,0.48292307692307695,0.4008465128633025
25.561249371428573,0.4827142857142857,0.30569305293095395
25.76748042,0.47264999999999996,0.39086699924549023
25.959518199999998,0.4653157894736842,0.25047413403838664
26.13136343529411,0.4834705882352941,0.581750845180356
26.314073694117642,0.4625294117647059,0.421870570465257
26.49530341333333,0.46693333333333337,0.3184824974000861
26.67753469333333,0.4718666666666667,0.4507331804811505
27.046428749999993,0.46658333333333335,0.5112617443290792
27.2260006,0.48536363636363633,0.5071615548079627
27.41418863333333,0.4695833333333333,0.4898445628521331
27.586311279999997,0.49189999999999995,0.7330346469195412
28.14888223529411,0.4898235294117648,0.673466462982065
28.332619228571424,0.4860714285714285,0.6005767631685005
28.52663039999999,0.4916363636363636,0.5285656838374888
28.701797882352935,0.48511764705882354,0.5686431995406325
28.89117,0.4904210526315789,0.5119557749507365
29.070546725000003,0.476125,0.7135386808653335
29.242383389999993,0.4855500000000001,0.5207960004559291
29.411650399999996,0.4935833333333333,0.6283980768784501
29.618337466666663,0.48026666666666673,0.5816837986664556
29.800627266666666,0.4885000000000001,0.2640329261839153
30.001189762499997,0.4849375,0.35083802324937313
30.1558158,0.47866666666666674,0.395176562305054
30.35424438095238,0.4935238095238095,0.4668776457420845
30.529305766666667,0.4834999999999999,0.45846347302533336
30.901366571428564,0.4942857142857144,0.568203982941402
31.086165776470587,0.48688235294117643,0.576827584897187
31.273024070588228,0.4755882352941177,0.6439830026905188
31.461224574999992,0.47337499999999993,0.6511453207838305
31.641343014285713,0.45042857142857146,0.6279554938297575
31.99251128333333,0.43724999999999997,0.48408091914493784
32.16718262352941,0.45705882352941185,0.5604296695874339
32.5560632375,0.4425625,0.49001850218378906
32.71887623529412,0.4462941176470589,0.6337903548142306
32.913167552941175,0.4604705882352942,0.6259609117713824
33.082531624999994,0.472625,0.4820317118883143
33.30237832307692,0.49476923076923085,0.48712223006339145
33.46816205333332,0.4647999999999998,0.5283537132093253
33.66252462222222,0.46105555555555555,0.5003330065485648
33.812088970000005,0.45365,0.41455825707826854
34.023977349999996,0.44731250000000006,0.6010942108395728
34.20918687999999,0.4495333333333333,0.49012435941122384
34.3695484,0.4627857142857143,0.4318890830244278
34.570327733333336,0.46458333333333335,0.4527334254307313
34.74226506666666,0.466,0.3848533853361493
34.9371012,0.47100000000000003,0.32077120522744396
35.30649261333334,0.4687333333333333,0.6160208452944755
35.5012378,0.4862727272727272,0.6544781119705783
35.679837325,0.4838125,0.5899639144230714
36.23126252307692,0.5126153846153847,0.43193076139708736
36.413314987499994,0.5059375,0.5115964992077298
36.58712521538461,0.5112307692307693,0.6712594093992938
36.7749008,0.5066315789473683,0.5698753311915309
36.945505553846154,0.4934615384615384,0.44704581164028734
37.1360396,0.48889999999999995,0.4568184502500413
37.331404962499995,0.4988125,0.6140657277338242
37.49512946666667,0.4863333333333333,0.47615126064712743
37.6727489875,0.4879375000000001,0.5467648974149576
37.8756295076923,0.49415384615384617,0.4825312648423275
38.23708875555556,0.4904444444444444,0.6903820283671904
38.42138959999999,0.47950000000000004,0.6820462192545748
38.605159816666664,0.5,0.4751720419430299
38.78875996470589,0.5094705882352941,0.4317897690449423
38.960405825,0.505375,0.5370753443689705
39.34590946,0.5132,0.5779079884181424
39.521511857142855,0.5107142857142857,0.4954474835396927
39.680283415384615,0.5036153846153846,0.43336253872159286
39.89623186153846,0.5162307692307692,0.4568753342956742
40.25644818461539,0.5176923076923077,0.5707821963697716
40.59864139999999,0.4859090909090909,0.6311638316983688
41.36443146,0.48050000000000004,0.7720136441749268
41.91915926,0.47409999999999997,0.4883772502313536
