m/z,I,S/N,em,dbe,error,C,H,Class
628.58327,3271408.421,9.9,628.582675,9,0.000595033,45,74,N1
614.56718,4297351.2,14.6,614.5670249,9,0.000155098,44,72,N1
600.55168,5594174.4,19.6,600.5513748,9,0.000305162,43,70,N1
586.53614,5284572,18.7,586.5357248,9,0.000415226,42,68,N1
572.52016,6103927.2,22.8,572.5200747,9,8.53E-05,41,66,N1
558.50474,7599496.8,28.9,558.5044246,9,0.000315355,40,64,N1
544.48877,9057418.8,36.2,544.4887746,9,4.58E-06,39,62,N1
530.47323,9589334.4,40,530.4731245,9,0.000105484,38,60,N1
516.45771,10494000,45.3,516.4574745,9,0.000235548,37,58,N1
502.44204,10784460,47.6,502.4418244,9,0.000215613,36,56,N1
488.42632,13784379.6,62.7,488.4261743,9,0.000145677,35,54,N1
474.41085,15021915.6,69.8,474.4105243,9,0.000325742,34,52,N1
460.39515,16644783.6,79,460.3948742,9,0.000275806,33,50,N1
446.37945,18448942.8,89.2,446.3792241,9,0.000225871,32,48,N1
432.36387,21724737.6,108,432.3635741,9,0.000295935,31,46,N1
418.34822,22407405.6,112.7,418.347924,9,0.000295999,30,44,N1
404.33242,24355490.4,124.1,404.3322739,9,0.000146064,29,42,N1
390.31695,28380105.6,148,390.3166239,9,0.000326128,28,40,N1
376.30128,26558104.8,142.3,376.3009738,9,0.000306,27,38,N1
362.28562,28877352,159.2,362.2853237,9,0.000296257,26,36,N1
348.26987,26158898.4,145.9,348.2696737,9,0.000196321,25,34,N1
334.25427,26402414.4,152.8,334.2540236,9,0.000246386,24,32,N1
320.23845,26776908,158.4,320.2383735,9,7.65E-05,23,30,N1
306.22287,26394993.6,158.9,306.2227235,9,0.000146515,22,28,N1
292.20712,22560201.6,138.8,292.2070734,9,4.66E-05,21,26,N1
278.19156,21128500.8,132.8,278.1914234,9,0.000137,20,24,N1
264.17591,19588960.8,126.4,264.1757733,9,0.000136708,19,22,N1
250.16024,21907711.2,144.2,250.1601232,9,0.000117,18,20,N1
236.14456,22449825.6,151,236.1444732,9,8.68E-05,17,18,N1
222.12892,23321196,159.3,222.1288231,9,9.69E-05,16,16,N1
208.1132,15644106,108.3,208.113173,9,2.70E-05,15,14,N1
612.55117,1909010,6.9,612.5513748,10,0.000204838,44,70,N1
556.48903,4041680,18.5,556.4887746,10,0.000255,40,62,N1
542.47329,4277729,19.7,542.4731245,10,0.000165484,39,60,N1
528.45771,4728221,22.8,528.4574745,10,0.000235548,38,58,N1
514.44195,4704929,23.4,514.4418244,10,0.000125613,37,56,N1
500.42634,6597674,34.4,500.4261743,10,0.000166,36,54,N1
486.41067,5740400,30.2,486.4105243,10,0.000145742,35,52,N1
472.39508,5855151,31.5,472.3948742,10,0.000205806,34,50,N1
458.37954,6594605,36.4,458.3792241,10,0.000315871,33,48,N1
444.36388,7558362,43.3,444.3635741,10,0.000305935,32,46,N1
430.34828,7242766,41.9,430.347924,10,0.000356,31,44,N1
416.33256,9144869,54.1,416.3322739,10,0.000286064,30,42,N1
402.31688,9282426,56.2,402.3166239,10,0.000256,29,40,N1
388.30111,9971817,61.1,388.3009738,10,0.000136193,28,38,N1
374.28564,11616632,73.6,374.2853237,10,0.000316,27,36,N1
360.2699,11558718,75.3,360.2696737,10,0.000226321,26,34,N1
346.25416,10887766,72.6,346.2540236,10,0.000136386,25,32,N1
332.23858,12507992,85.8,332.2383735,10,0.00020645,24,30,N1
318.2229,13501115,94.9,318.2227235,10,0.000176515,23,28,N1
304.20719,11866020,85.3,304.2070734,10,0.000116579,22,26,N1
290.19152,12159101,89.6,290.1914234,10,9.66E-05,21,24,N1
276.17587,9877418,73.9,276.1757733,10,9.67E-05,20,22,N1
262.1602,8261523,62.7,262.1601232,10,7.68E-05,19,20,N1
248.14451,4602354,34.6,248.1444732,10,3.68E-05,18,18,N1
234.12888,2168170,15.3,234.1288231,10,5.69E-05,17,16,N1
220.11324,1188773,7.4,220.113173,10,6.70E-05,16,14,N1
610.53536,1864031,6.7,610.5357248,11,0.000364774,44,68,N1
596.52059,2192637,8.2,596.5200747,11,0.000515291,43,66,N1
568.48891,2568430,10.6,568.4887746,11,0.00013542,41,62,N1
554.47333,2797494,12.2,554.4731245,11,0.000205484,40,60,N1
540.45754,3161091,14,540.4574745,11,6.55E-05,39,58,N1
526.44212,3145209,14.5,526.4418244,11,0.000296,38,56,N1
512.4262,4141852,20.4,512.4261743,11,2.57E-05,37,54,N1
498.41102,3392680,16.7,498.4105243,11,0.000495742,36,52,N1
484.39515,3669716,18.6,484.3948742,11,0.000275806,35,50,N1
470.37943,3337180,17,470.3792241,11,0.00020587,34,48,N1
456.36395,4236307,22.6,456.3635741,11,0.000375935,33,46,N1
442.34823,4530820,25,442.347924,11,0.000305999,32,44,N1
428.33247,4850058,27.3,428.3322739,11,0.000196064,31,42,N1
414.31686,5623680,32.4,414.3166239,11,0.000236128,30,40,N1
400.30134,6650048,39.6,400.3009738,11,0.000366192,29,38,N1
386.28565,6499755,39.6,386.2853237,11,0.000326257,28,36,N1
372.26994,6769354,42,372.2696737,11,0.000266321,27,34,N1
358.25425,7247032,46.4,358.2540236,11,0.000226386,26,32,N1
344.23855,5975564,38.8,344.2383735,11,0.00017645,25,30,N1
330.22291,7935330,53.6,330.2227235,11,0.000186515,24,28,N1
316.20724,7748885,53.9,316.2070734,11,0.000166579,23,26,N1
302.19153,7068693,49.9,302.1914234,11,0.000106643,22,24,N1
288.17582,4369609,30.6,288.1757733,11,4.67E-05,21,22,N1
274.16034,2707607,18.5,274.1601232,11,0.000216772,20,20,N1
260.14451,1422246,8.8,260.1444732,11,3.68E-05,19,18,N1
664.58304,2454840,9.1,664.582675,12,0.000365033,48,74,N1
650.56636,1953385,6.9,650.5670249,12,0.000664902,47,72,N1
636.5521,2437197,9.2,636.5513748,12,0.000725162,46,70,N1
622.5361,3320707,13.2,622.5357248,12,0.000375226,45,68,N1
608.52028,3738288,15.3,608.5200747,12,0.000205291,44,66,N1
594.50489,3310696,13.4,594.5044246,12,0.000465355,43,64,N1
580.48888,4956413,21.3,580.4887746,12,0.00010542,42,62,N1
566.47355,5484200,24.8,566.4731245,12,0.000425484,41,60,N1
552.45744,5851557,27.6,552.4574745,12,3.45E-05,40,58,N1
538.44199,6285358,31,538.4418244,12,0.000165613,39,56,N1
524.42618,6281819,31,524.4261743,12,5.68E-06,38,54,N1
510.41065,7717786,39.8,510.4105243,12,0.000125742,37,52,N1
496.39509,10162467,54.1,496.3948742,12,0.000215806,36,50,N1
482.37941,10965554,59.7,482.3792241,12,0.00018587,35,48,N1
468.36382,12254720,68.3,468.3635741,12,0.000245935,34,46,N1
454.34811,12910576,74.5,454.347924,12,0.000185999,33,44,N1
440.3325,15130663,88.8,440.3322739,12,0.000226064,32,42,N1
426.31682,17635072,105.1,426.3166239,12,0.000196128,31,40,N1
412.30125,17712342,108,412.3009738,12,0.000276192,30,38,N1
398.28543,17621508,108.6,398.2853237,12,0.000106257,29,36,N1
384.26993,21602028,136.9,384.2696737,12,0.000256321,28,34,N1
370.25434,23899168,153.9,370.2540236,12,0.000316386,27,32,N1
356.23845,23120440,152.9,356.2383735,12,7.65E-05,26,30,N1
342.22282,24707532,167.8,342.2227235,12,9.65E-05,25,28,N1
328.20718,31173496,220,328.2070734,12,0.000106579,24,26,N1
314.19157,31045492,223.3,314.1914234,12,0.000146643,23,24,N1
300.17592,41968772,310.4,300.1757733,12,0.000146708,22,22,N1
286.16027,54233356,411.1,286.1601232,12,0.000146772,21,20,N1
272.1446,68225904,529,272.1444732,12,0.000126837,20,18,N1
258.12893,80751136,639.2,258.1288231,12,0.000107,19,16,N1
244.11325,73983064,597,244.113173,12,7.70E-05,18,14,N1
230.09763,37645456,308.7,230.097523,12,0.00010703,17,12,N1
216.08195,7094770,57.2,216.0818729,12,7.71E-05,16,10,N1
634.5365,1756576,6.1,634.5357248,13,0.000775226,46,68,N1
620.52068,2228939,8.3,620.5200747,13,0.000605291,45,66,N1
606.50495,2862596,11.3,606.5044246,13,0.000525355,44,64,N1
592.48877,3444696,14.2,592.4887746,13,4.58E-06,43,62,N1
578.47317,2947217,11.9,578.4731245,13,4.55E-05,42,60,N1
550.44229,3301019,14.7,550.4418244,13,0.000465613,40,56,N1
536.42617,5017698,24.3,536.4261743,13,4.32E-06,39,54,N1
522.41064,4337859,21.4,522.4105243,13,0.000115742,38,52,N1
508.39514,4716057,24,508.3948742,13,0.000265806,37,50,N1
494.37967,5451677,28.6,494.3792241,13,0.000446,36,48,N1
480.36373,5411978,28.9,480.3635741,13,0.000155935,35,46,N1
466.34811,6685721,36.9,466.347924,13,0.000185999,34,44,N1
452.33258,13071812,75.5,452.3322739,13,0.000306064,33,42,N1
438.31688,8090052,46.5,438.3166239,13,0.000256128,32,40,N1
424.30127,9867378,57.9,424.3009738,13,0.000296193,31,38,N1
410.28551,9114154,54.5,410.2853237,13,0.000186257,30,36,N1
396.26984,11652934,71.1,396.2696737,13,0.000166321,29,34,N1
382.25427,12338224,77.2,382.2540236,13,0.000246386,28,32,N1
368.2386,13390203,86.4,368.2383735,13,0.00022645,27,30,N1
354.22279,15199168,101,354.2227235,13,6.65E-05,26,28,N1
340.20724,17317784,118.3,340.2070734,13,0.000166579,25,26,N1
326.19159,20445598,143.5,326.1914234,13,0.000166643,24,24,N1
312.17584,20440538,146.2,312.1757733,13,6.67E-05,23,22,N1
298.16025,20345582,149.2,298.1601232,13,0.000126772,22,20,N1
284.14461,16933696,126.7,284.1444732,13,0.000136837,21,18,N1
270.1289,8071735,60.4,270.1288231,13,7.69E-05,20,16,N1
256.11318,4196666,31.1,256.113173,13,6.97E-06,19,14,N1
590.47356,2989901,12.1,590.4731245,14,0.000435484,43,60,N1
576.45754,2831403,11.4,576.4574745,14,6.55E-05,42,58,N1
562.44193,3611185,15.7,562.4418244,14,0.000105613,41,56,N1
548.42639,3945882,18,548.4261743,14,0.000215677,40,54,N1
534.4104,3371167,15.7,534.4105243,14,0.000124258,39,52,N1
520.39481,3594032,17.4,520.3948742,14,6.42E-05,38,50,N1
506.37953,4498072,22.8,506.3792241,14,0.000305871,37,48,N1
492.36388,4448275,23,492.3635741,14,0.000305935,36,46,N1
478.34811,3986906,20.8,478.347924,14,0.000185999,35,44,N1
464.33245,4567591,24.5,464.3322739,14,0.000176064,34,42,N1
450.31691,4104591,22.2,450.3166239,14,0.000286128,33,40,N1
436.30119,5909337,33.3,436.3009738,14,0.000216193,32,38,N1
422.28544,6853598,40,422.2853237,14,0.000116257,31,36,N1
408.26983,7466874,44.3,408.2696737,14,0.000156321,30,34,N1
394.25423,9731207,59.6,394.2540236,14,0.000206386,29,32,N1
380.23864,9983350,62.1,380.2383735,14,0.00026645,28,30,N1
366.22304,12041948,77.5,366.2227235,14,0.000316515,27,28,N1
352.20728,12130641,80.2,352.2070734,14,0.000206579,26,26,N1
338.19149,11340144,76.7,338.1914234,14,6.66E-05,25,24,N1
324.17592,12188624,84.6,324.1757733,14,0.000146708,24,22,N1
310.16031,11834437,84.4,310.1601232,14,0.000186772,23,20,N1
296.1446,10100566,72.9,296.1444732,14,0.000126837,22,18,N1
282.12882,6531947,47.4,282.1288231,14,3.10E-06,21,16,N1
268.11328,2801769,19.5,268.113173,14,0.000106965,20,14,N1
630.50528,1892925,6.7,630.5044246,15,0.000855355,46,64,N1
616.4893,3299676,13.2,616.4887746,15,0.000525,45,62,N1
602.47369,2732726,10.7,602.4731245,15,0.000565484,44,60,N1
588.45779,3289798,13.5,588.4574745,15,0.000315548,43,58,N1
574.44211,3361739,14.4,574.4418244,15,0.000285613,42,56,N1
560.42639,4270081,18.9,560.4261743,15,0.000215677,41,54,N1
546.4103,3098785,13.7,546.4105243,15,0.000224258,40,52,N1
532.39555,2927846,13.4,532.3948742,15,0.000675806,39,50,N1
518.37933,4836257,24.1,518.3792241,15,0.00010587,38,48,N1
504.36376,5120793,26.2,504.3635741,15,0.000185935,37,46,N1
490.34829,6018182,31.8,490.347924,15,0.000365999,36,44,N1
476.33253,6015778,32.4,476.3322739,15,0.000256064,35,42,N1
462.31686,6852651,37.9,462.3166239,15,0.000236128,34,40,N1
448.30127,6559058,36.8,448.3009738,15,0.000296193,33,38,N1
434.28552,8936679,51.6,434.2853237,15,0.000196257,32,36,N1
420.26983,9980741,59.2,420.2696737,15,0.000156321,31,34,N1
406.25431,11215047,67.6,406.2540236,15,0.000286386,30,32,N1
392.23849,10738120,66,392.2383735,15,0.000116,29,30,N1
378.22296,13914814,87.4,378.2227235,15,0.000237,28,28,N1
364.20723,14386241,93,364.2070734,15,0.000156579,27,26,N1
350.19163,18133738,121,350.1914234,15,0.000206643,26,24,N1
336.17605,29172564,200.9,336.1757733,15,0.000276708,25,22,N1
322.16029,41260556,294.9,322.1601232,15,0.000166772,24,20,N1
308.14456,60115636,438.3,308.1444732,15,8.68E-05,23,18,N1
294.12899,69668792,520.9,294.1288231,15,0.000166901,22,16,N1
280.11327,38736776,295.1,280.113173,15,9.70E-05,21,14,N1
266.09756,11998852,91.6,266.097523,15,3.70E-05,20,12,N1
586.44239,2380356,9.3,586.4418244,16,0.000565613,43,56,N1
558.41062,2752472,11.5,558.4105243,16,9.57E-05,41,52,N1
544.39535,2570418,11,544.3948742,16,0.000475806,40,50,N1
530.37945,2895412,13.2,530.3792241,16,0.000226,39,48,N1
516.36393,2926614,13.8,516.3635741,16,0.000355935,38,46,N1
502.3482,4131736,20.8,502.347924,16,0.000275999,37,44,N1
488.3325,3876084,19.7,488.3322739,16,0.000226064,36,42,N1
474.31702,3948898,20.5,474.3166239,16,0.000396128,35,40,N1
460.30114,3833380,20.3,460.3009738,16,0.000166193,34,38,N1
446.28554,4993804,27.5,446.2853237,16,0.000216257,33,36,N1
432.26994,6116975,35,432.2696737,16,0.000266321,32,34,N1
418.25423,6451368,37.5,418.2540236,16,0.000206386,31,32,N1
404.23871,7339537,43.5,404.2383735,16,0.00033645,30,30,N1
390.22283,8928008,54.5,390.2227235,16,0.000106515,29,28,N1
376.20729,10105865,63.8,376.2070734,16,0.000216579,28,26,N1
362.1916,12466605,81.4,362.1914234,16,0.000177,27,24,N1
348.17606,15495310,104.3,348.1757733,16,0.000286708,26,22,N1
334.16036,15321411,105.7,334.1601232,16,0.000236772,25,20,N1
320.14455,11625558,81.4,320.1444732,16,7.68E-05,24,18,N1
306.12902,7718690,54.2,306.1288231,16,0.000196901,23,16,N1
292.11304,2072852,13.1,292.113173,16,0.000133035,22,14,N1
514.34831,3371151,16.2,514.347924,17,0.000385999,38,44,N1
500.33243,2542616,12,500.3322739,17,0.000156,37,42,N1
486.317,2601565,12.5,486.3166239,17,0.000376128,36,40,N1
472.30117,3680665,19,472.3009738,17,0.000196,35,38,N1
458.28546,4772884,25.8,458.2853237,17,0.000136257,34,36,N1
444.26975,4519614,25,444.2696737,17,7.63E-05,33,34,N1
430.25435,4854768,27.3,430.2540236,17,0.000326386,32,32,N1
416.23867,6147590,35.6,416.2383735,17,0.00029645,31,30,N1
402.22302,6571865,39.1,402.2227235,17,0.000296515,30,28,N1
388.20744,8391753,51.1,388.2070734,17,0.000366579,29,26,N1
374.19156,8529240,53.5,374.1914234,17,0.000136643,28,24,N1
360.17608,10402592,67.5,360.1757733,17,0.000306708,27,22,N1
346.16041,12088890,80.9,346.1601232,17,0.000286772,26,20,N1
332.14472,14260032,98.2,332.1444732,17,0.000246837,25,18,N1
318.12901,9650855,67.2,318.1288231,17,0.000186901,24,16,N1
304.11325,4889490,33.7,304.113173,17,7.70E-05,23,14,N1
290.09775,1718633,10.6,290.097523,17,0.000227,22,12,N1
512.33241,2304266,10.4,512.3322739,18,0.000136,38,42,N1
498.31693,2506902,11.8,498.3166239,18,0.000306128,37,40,N1
484.3014,2809281,13.7,484.3009738,18,0.000426193,36,38,N1
470.285,3061958,15.4,470.2853237,18,0.000324,35,36,N1
456.27002,3778298,19.9,456.2696737,18,0.000346,34,34,N1
442.25423,3652200,19.8,442.2540236,18,0.000206386,33,32,N1
428.23873,4149100,23,428.2383735,18,0.000356,32,30,N1
414.2229,5878112,34,414.2227235,18,0.000176515,31,28,N1
400.20726,6484639,38.6,400.2070734,18,0.000186579,30,26,N1
386.19156,7336330,45,386.1914234,18,0.000137,29,24,N1
372.17585,10343082,65.3,372.1757733,18,7.67E-05,28,22,N1
358.16026,13728921,89.8,358.1601232,18,0.000137,27,20,N1
344.14452,15558641,104.8,344.1444732,18,4.68E-05,26,18,N1
330.12893,12966218,89.1,330.1288231,18,0.000107,25,16,N1
316.11335,5490945,37.5,316.113173,18,0.000177,24,14,N1
510.3159,2113735,9.4,510.3166239,19,0.000723872,38,40,N1
482.28572,1524255,6.5,482.2853237,19,0.000396,36,36,N1
468.27005,2269674,11.1,468.2696737,19,0.000376321,35,34,N1
454.25419,2927318,15.2,454.2540236,19,0.000166,34,32,N1
440.2385,3186955,17,440.2383735,19,0.000126,33,30,N1
426.22276,3370978,18.3,426.2227235,19,3.65E-05,32,28,N1
412.20729,4598455,26.4,412.2070734,19,0.000217,31,26,N1
398.1918,4848099,28.3,398.1914234,19,0.000376643,30,24,N1
384.17607,5148364,30.9,384.1757733,19,0.000297,29,22,N1
370.16031,4558849,27.5,370.1601232,19,0.000187,28,20,N1
356.1447,3591706,21.8,356.1444732,19,0.000227,27,18,N1
342.1291,1741490,9.7,342.1288231,19,0.000277,26,16,N1
219.17548,1523036,10.3,219.1754389,4,4.11E-05,15,23,O1
221.0972,1011343,6,221.0971886,10,1.14E-05,16,13,O1
231.17548,1036086,6.1,231.1754389,5,4.11E-05,16,23,O1
235.11284,1124056,6.8,235.1128387,10,1.32E-06,17,15,O1
237.12848,1036440,6,237.1284887,9,8.75E-06,17,17,O1
245.09723,1689471,11.3,245.0971886,12,4.14E-05,18,13,O1
247.20675,1490911,9.6,247.2067391,4,1.09E-05,17,27,O1
259.11285,2106428,14.5,259.1128387,12,1.13E-05,19,15,O1
263.14422,1295326,7.9,263.1441388,10,8.12E-05,19,19,O1
273.12853,1231578,7.3,273.1284887,12,4.13E-05,20,17,O1
287.14424,1363443,8.2,287.1441388,12,0.000101188,21,19,O1
289.25374,1282428,7.5,289.2536893,4,5.07E-05,20,33,O1
303.26932,1455320,8.7,303.2693393,4,1.93E-05,21,35,O1
315.17534,1197975,6.7,315.1754389,12,9.89E-05,23,23,O1
317.28509,1761029,10.9,317.2849894,4,0.000100609,22,37,O1
331.30072,2686274,17.6,331.3006395,4,8.05E-05,23,39,O1
345.31617,1661400,9.8,345.3162895,4,0.00011952,24,41,O1
359.3321,1774973,10.3,359.3319396,4,0.000160416,25,43,O1
365.19147,1743283,10,365.191089,15,0.000380995,27,25,O1
367.2071,6265058,42.1,367.2067391,14,0.000360931,27,27,O1
369.22272,4492054,29.5,369.2223891,13,0.000330866,27,29,O1
373.34781,1438371,7.7,373.3475896,4,0.000220351,26,45,O1
387.3634,2583357,15.4,387.3632397,4,0.000160287,27,47,O1
397.25397,1378035,7,397.2536893,13,0.000280738,29,33,O1
401.3787,2131006,12.2,401.3788898,4,0.000189778,28,49,O1
415.39423,1331969,6.6,415.3945398,4,0.000309842,29,51,O1
421.25343,1332334,6.6,421.2536893,15,0.000259262,31,33,O1
429.40989,1567925,8.1,429.4101899,4,0.000299906,30,53,O1
443.42595,1677473,8.7,443.42584,4,0.000110029,31,55,O1
451.30113,1830167,9.6,451.3006395,14,0.000490544,33,39,O1
471.45745,1718078,8.6,471.4571401,4,0.0003099,33,59,O1
485.47278,1441644,6.8,485.4727902,4,1.02E-05,34,61,O1
499.48881,1398441,6.4,499.4884402,4,0.000369772,35,63,O1
573.50452,1705756,7.8,573.5040903,9,0.000429707,41,65,O1
589.44197,1467929,6.3,589.44149,15,0.000479965,43,57,O1
601.53557,2388234,11.6,601.5353904,9,0.000179578,43,69,O1
615.45619,1867922,8.5,615.4571401,16,0.0009501,45,59,O1
617.47289,2851460,14.2,617.4727902,15,9.98E-05,45,61,O1
667.48758,1465179,6.1,667.4884402,18,0.000860229,49,63,O1
222.09244,2156924,15.6,222.0924376,10,2.41E-06,15,12,O1N1
228.13952,1097383,6.6,228.1393878,7,0.000132216,15,18,O1N1
236.10809,1868115,13,236.1080877,10,2.35E-06,16,14,O1N1
250.12382,1840097,12.4,250.1237377,10,8.23E-05,17,16,O1N1
264.13947,1324397,8.1,264.1393878,10,8.22E-05,18,18,O1N1
272.10814,2023882,13.6,272.1080877,13,5.23E-05,19,14,O1N1
280.17061,1099144,6.2,280.1706879,9,7.79E-05,19,22,O1N1
286.12375,3980781,28.8,286.1237377,13,1.23E-05,20,16,O1N1
300.13944,2647073,18,300.1393878,13,5.22E-05,21,18,O1N1
302.15523,1280490,7.4,302.1550378,12,0.000192152,21,20,O1N1
310.12381,1342081,7.8,310.1237377,15,7.23E-05,22,16,O1N1
314.15512,2250663,14.7,314.1550378,13,8.22E-05,22,20,O1N1
316.17056,1228038,6.9,316.1706879,12,0.000127912,22,22,O1N1
326.1551,2047370,13,326.1550378,14,6.22E-05,23,20,O1N1
328.17074,1931453,12.1,328.1706879,13,5.21E-05,23,22,O1N1
332.1082,1219791,6.7,332.1080877,18,0.000112345,24,14,O1N1
336.13938,1353051,7.6,336.1393878,16,7.78E-06,24,18,O1N1
338.1551,1409995,8,338.1550378,15,6.22E-05,24,20,O1N1
340.17065,1887852,11.5,340.1706879,14,3.79E-05,24,22,O1N1
203.10773,22679856,8.3,203.1077533,6,2.33E-05,13,15,O2
205.1234,27363312,10.5,205.1234034,5,3.37E-06,13,17,O2
209.15469,29619774,11.5,209.1547035,3,1.35E-05,13,21,O2
211.07645,19222488,6.6,211.0764532,9,3.17E-06,14,11,O2
211.17038,51530382,21.8,211.1703536,2,2.64E-05,13,23,O2
213.09211,38954592,15.9,213.0921032,8,6.76E-06,14,13,O2
213.186,286445160,132.6,213.1860036,1,3.62E-06,13,25,O2
217.12344,31988214,12.5,217.1234034,6,3.66E-05,14,17,O2
219.13906,58574826,24.9,219.1390534,5,6.57E-06,14,19,O2
221.15475,38424528,15.5,221.1547035,4,4.65E-05,14,21,O2
223.07645,29201616,11.1,223.0764532,10,3.17E-06,15,11,O2
223.17034,73833138,31.9,223.1703536,3,1.36E-05,14,23,O2
225.18602,149549310,67,225.1860036,2,1.64E-05,14,25,O2
227.10776,30568806,11.7,227.1077533,8,6.70E-06,15,15,O2
227.20168,598707144,275.8,227.2016537,1,2.63E-05,14,27,O2
231.13902,40740012,16.3,231.1390534,6,3.34E-05,15,19,O2
233.15473,490651416,224.1,233.1547035,5,2.65E-05,15,21,O2
235.07642,38801808,15.3,235.0764532,11,3.32E-05,16,11,O2
235.17035,19761732,6.6,235.1703536,4,3.56E-06,15,23,O2
237.0922,27687294,10.2,237.0921032,10,9.68E-05,16,13,O2
237.18601,73986930,31.4,237.1860036,3,6.38E-06,15,25,O2
239.10781,32170734,12.2,239.1077533,9,5.67E-05,16,15,O2
239.2017,155025360,68.6,239.2016537,2,4.63E-05,15,27,O2
241.12337,34275078,13.1,241.1234034,8,3.34E-05,16,17,O2
241.21733,611058024,276.8,241.2173038,1,2.62E-05,15,29,O2
245.15474,50123934,20.3,245.1547035,6,3.65E-05,16,21,O2
247.1704,85076658,36.1,247.1703536,5,4.64E-05,16,23,O2
249.09208,34107534,12.9,249.0921032,11,2.32E-05,17,13,O2
249.18607,19803816,6.5,249.1860036,4,6.64E-05,16,25,O2
251.10781,19903572,6.5,251.1077533,10,5.67E-05,17,15,O2
251.20168,72866250,30.4,251.2016537,3,2.63E-05,16,27,O2
253.12345,28535184,10.4,253.1234034,9,4.66E-05,17,17,O2
253.21736,459633780,205.3,253.2173038,2,5.62E-05,16,29,O2
255.13913,25309872,8.9,255.1390534,8,7.66E-05,17,19,O2
257.15475,30609882,11.2,257.1547035,7,4.65E-05,17,21,O2
259.17038,60128892,24.4,259.1703536,6,2.64E-05,17,23,O2
261.18602,68213088,27.9,261.1860036,5,1.64E-05,17,25,O2
263.10781,24357096,8.3,263.1077533,11,5.67E-05,18,15,O2
263.20166,23051196,7.8,263.2016537,4,6.31E-06,17,27,O2
265.21738,82421154,34.1,265.2173038,3,7.62E-05,17,29,O2
267.13912,31085190,11.3,267.1390534,9,6.66E-05,18,19,O2
267.23297,177073956,76.2,267.2329538,2,1.62E-05,17,31,O2
269.1548,22824702,7.6,269.1547035,8,9.65E-05,18,21,O2
269.24865,649199736,285.1,269.2486039,1,4.61E-05,17,33,O2
271.17043,22063176,7.2,271.1703536,7,7.64E-05,18,23,O2
273.18606,50257818,19.6,273.1860036,6,5.64E-05,18,25,O2
275.20169,70738200,28.7,275.2016537,5,3.63E-05,18,27,O2
277.21731,57047508,22.5,277.2173038,4,6.25E-06,18,29,O2
279.13906,24168402,8.1,279.1390534,10,6.57E-06,19,19,O2
279.233,508340448,220.7,279.2329538,3,4.62E-05,18,31,O2
281.15477,28796022,10.1,281.1547035,9,6.65E-05,19,21,O2
283.17038,32264388,11.6,283.1703536,8,2.64E-05,19,23,O2
285.18614,24380604,8.1,285.1860036,7,0.000136375,19,25,O2
287.20169,58781844,23.1,287.2016537,6,3.63E-05,19,27,O2
